fName,lName,country,poll,selectionName,selectionYear,selectionDirector,newName,rating,runtime,genre,language,country
Thomas,Beard,US,critics,"Walden: Diaries, Notes and Sketches",1969,Jonas Mekas,Walden,N/A,177,Documentary,English,USA
Thomas,Allenbach,Switzerland,critics,Badlands,1973,Terrence Malick,Badlands,PG,94,"Crime,Drama","English,Spanish",USA
Thomas,Allenbach,Switzerland,critics,Citizen Kane,1941,Orson Welles,Citizen Kane,APPROVED,119,"Drama,Mystery",English,USA
Thomas,Allenbach,Switzerland,critics,Cocksucker Blues,1979,Robert Frank,Cocksucker Blues,N/A,93,"Documentary,Music",English,USA
Thomas,Allenbach,Switzerland,critics,"Godfather: Part I, The",1972,Francis Ford Coppola,The Godfather,R,175,"Crime,Drama","English,Italian,Latin",USA
Thomas,Allenbach,Switzerland,critics,"mepris, Le",1963,Jean-Luc Godard,Contempt,NOT RATED,102,Drama,"French,English,German,Italian","France,Italy"
Thomas,Allenbach,Switzerland,critics,Metropolis,1927,Fritz Lang,Metropolis,NOT RATED,153,"Drama,Sci-Fi",German,Germany
Thomas,Allenbach,Switzerland,critics,Passion of Joan of Arc,1927,Carl Theodor Dreyer,Passion of Joan of Arc,NOT RATED,114,"Biography,Drama,History",French,France
Thomas,Allenbach,Switzerland,critics,Playtime,1967,Jacques Tati,Playtime,NOT RATED,115,Comedy,"French,English,German","France,Italy"
Thomas,Allenbach,Switzerland,critics,Reisender Krieger,1981,Christian Schocher,Reisender Krieger,N/A,195,N/A,German,Switzerland
Thomas,Allenbach,Switzerland,critics,Vertigo,1958,Alfred Hitchcock,Vertigo,APPROVED,128,"Mystery,Romance,Thriller",English,USA
Thierry,Meranger,France,critics,"Deer Hunter, The",1977,Michael Cimino,The Deer Hunter,R,183,"Drama,War","English,Russian,Vietnamese,French","UK,USA"
Thierry,Meranger,France,critics,"Gospel According to St Matthew, The",1964,Pier Paolo Pasolini,The Gospel According to St Matthew,N/A,137,"Biography,Drama,History",Italian,"Italy,France"
Thierry,Meranger,France,critics,"Host, The",2006,Bong Joon-ho,The Host,PG-13,125,"Adventure,Romance,Sci-Fi",English,"USA,Switzerland"
Thierry,Meranger,France,critics,Imitation of Life,1959,Douglas Sirk,Imitation of Life,NOT RATED,125,"Drama,Romance",English,USA
Thierry,Meranger,France,critics,Mulholland Dr,2003,David Lynch,Mulholland Dr,N/A,88,"Drama,Mystery,Romance",English,USA
Thierry,Meranger,France,critics,"Night of the Hunter, The",1955,Charles Laughton,The Night of the Hunter,APPROVED,92,"Crime,Drama,Film-Noir",English,USA
Thierry,Meranger,France,critics,Pickpocket,1959,Robert Bresson,Pickpocket,NOT RATED,75,"Crime,Drama",French,France
Thierry,Meranger,France,critics,"Searchers, The",1956,John Ford,The Searchers,APPROVED,119,"Adventure,Drama,Western","English,Navajo,Spanish",USA
Thierry,Meranger,France,critics,"Testament of Dr Mabuse, The",1933,Fritz Lang,The Testament of Dr Mabuse,NOT RATED,122,"Crime,Horror",German,Germany
Thierry,Meranger,France,critics,Vertigo,1958,Alfred Hitchcock,Vertigo,APPROVED,128,"Mystery,Romance,Thriller",English,USA
Thierry,Jobin,Switzerland,critics,2001: A Space Odyssey,1968,Stanley Kubrick,2001: A Space Odyssey,G,160,"Mystery,Sci-Fi","English,Russian","USA,UK"
Thierry,Jobin,Switzerland,critics,"400 Blows, The",1959,Francois Truffaut,The 400 Blows,NOT RATED,99,"Crime,Drama","French,English",France
Thierry,Jobin,Switzerland,critics,Apocalypse Now,1979,Francis Ford Coppola,Apocalypse Now,R,153,"Drama,War","English,French,Vietnamese,Khmer",USA
Thierry,Jobin,Switzerland,critics,Citizen Kane,1941,Orson Welles,Citizen Kane,APPROVED,119,"Drama,Mystery",English,USA
Thierry,Jobin,Switzerland,critics,"Great Dictator, The",1940,Charles Chaplin,The Great Dictator,APPROVED,125,"Comedy,Drama,War","English,Esperanto",USA
Thierry,Jobin,Switzerland,critics,Heaven's Gate,1980,Michael Cimino,Heaven's Gate,R,325,"Adventure,Drama,History","English,Russian,French,Polish,German",USA
Thierry,Jobin,Switzerland,critics,Husbands,1970,John Cassavetes,Husbands,PG-13,131,"Comedy,Drama","English,French,Italian,Cantonese",USA
Thierry,Jobin,Switzerland,critics,"Night of the Hunter, The",1955,Charles Laughton,The Night of the Hunter,APPROVED,92,"Crime,Drama,Film-Noir",English,USA
Thierry,Jobin,Switzerland,critics,La Regle du jeu,1939,Jean Renoir,La Regle du jeu,N/A,26,Documentary,French,France
Thierry,Jobin,Switzerland,critics,There Will Be Blood,2007,Paul Thomas Anderson,There Will Be Blood,R,158,Drama,"English,American Sign Language",USA
Tariq,Ali,Pakistan/UK,critics,"Battle of Algiers, The",1966,Gillo Pontecorvo,The Battle of Algiers,NOT RATED,121,"Drama,History,War","French,Arabic,English","Italy,Algeria"
Tariq,Ali,Pakistan/UK,critics,Charulata,1964,Satyajit Ray,Charulata,NOT RATED,117,"Drama,Romance","Bengali,English",India
Tariq,Ali,Pakistan/UK,critics,Crimson Gold,2003,Jafar Panahi,Crimson Gold,UNRATED,95,"Drama,Thriller",Persian,Iran
Tariq,Ali,Pakistan/UK,critics,"Discreet Charm of the Bourgeoisie, The",1972,Luis Bunuel,The Discreet Charm of the Bourgeoisie,PG,102,"Comedy,Drama,Fantasy","French,Spanish",France
Tariq,Ali,Pakistan/UK,critics,Entranced Earth,1967,Glauber Rocha,Entranced Earth,N/A,111,Drama,Portuguese,Brazil
Tariq,Ali,Pakistan/UK,critics,If....,1968,Lindsay Anderson,If....,X,111,Drama,"English,Latin",UK
Tariq,Ali,Pakistan/UK,critics,Osaka Elegy,1936,Mizoguchi Kenji,Osaka Elegy,N/A,90,Drama,Japanese,Japan
Tariq,Ali,Pakistan/UK,critics,"Puppetmaster, The",1993,Hsiao-hsien Hou,The Puppetmaster,N/A,142,"Biography,Drama,War","Mandarin,Min Nan,Japanese",Taiwan
Tariq,Ali,Pakistan/UK,critics,Rashomon,1950,Akira Kurosawa,Rashomon,UNRATED,88,"Crime,Drama,Mystery",Japanese,Japan
Tariq,Ali,Pakistan/UK,critics,Tout va Bien,1972,Jean-Luc Godard/Jean-Pierre Gorin,Tout va Bien,NOT RATED,95,Drama,"French,English","France,Italy"
Tara,Brady,Ireland,critics,All About Eve,1950,Joseph L. Mankiewicz,All About Eve,APPROVED,138,Drama,"English,French",USA
Tara,Brady,Ireland,critics,Andrei Rublev,1966,Andrei Tarkovsky,Andrei Rublev,NOT RATED,205,"Biography,Drama,History","Russian,Italian,Tatar",Soviet Union
Tara,Brady,Ireland,critics,Au Hasard Balthazar,1966,Robert Bresson,Au Hasard Balthazar,NOT RATED,95,Drama,"French,Latin","France,Sweden"
Tara,Brady,Ireland,critics,Branded to Kill,1967,Suzuki Seijun,Branded to Kill,NOT RATED,91,"Action,Crime,Drama",Japanese,Japan
Tara,Brady,Ireland,critics,Hard Boiled,1992,John Woo,Hard Boiled,R,128,"Action,Crime,Drama","Cantonese,English",Hong Kong
Tara,Brady,Ireland,critics,His Girl Friday,1939,Howard Hawks,His Girl Friday,APPROVED,92,"Comedy,Drama,Romance","English,French",USA
Tara,Brady,Ireland,critics,"Magnificent Obsession, A",1954,Douglas Sirk,A Magnificent Obsession,R,120,"Documentary,History",English,USA
Tara,Brady,Ireland,critics,Meshes of the Afternoon,1943,Maya Deren/Alexander Hammid,Meshes of the Afternoon,N/A,14,Short,N/A,USA
Tara,Brady,Ireland,critics,"Searchers, The",1956,John Ford,The Searchers,APPROVED,119,"Adventure,Drama,Western","English,Navajo,Spanish",USA
Tara,Brady,Ireland,critics,"Virgin Spring, The",1960,Ingmar Bergman,The Virgin Spring,UNRATED,89,Drama,"Swedish,German",Sweden
Tag,Gallagher,US,critics,French Cancan,1955,Jean Renoir,French Cancan,NOT RATED,102,"Comedy,Musical,Drama",French,"France,Italy"
Tag,Gallagher,US,critics,From the Clouds to the Resistance,1979,Jean-Marie Straub/Daniele Huillet,From the Clouds to the Resistance,N/A,104,Drama,Italian,"Italy,West Germany,UK,France"
Tag,Gallagher,US,critics,Gertrud,1964,Carl Theodor Dreyer,Gertrud,NOT RATED,116,Drama,Danish,Denmark
Tag,Gallagher,US,critics,How Green Was My Valley,1941,John Ford,How Green Was My Valley,APPROVED,118,"Drama,Family","English,Welsh",USA
Tag,Gallagher,US,critics,Journey to Italy,1954,Roberto Rossellini,Journey to Italy,NOT RATED,97,"Drama,Romance","English,Italian","Italy,France"
Tag,Gallagher,US,critics,Madame de...,1953,Max Ophuls,The Earrings of Madame de...,APPROVED,105,"Drama,Romance",French,"France,Italy"
Tag,Gallagher,US,critics,Morocco,1930,Josef von Sternberg,Morocco,PASSED,92,"Romance,Drama","English,French,Spanish,Arabic,Italian",USA
Tag,Gallagher,US,critics,Sansho Dayu,1954,Mizoguchi Kenji,Sansho the Bailiff,NOT RATED,124,Drama,Japanese,Japan
Tag,Gallagher,US,critics,Sunrise,1927,F. W. Murnau,Sunrise,NOT RATED,94,"Drama,Romance",N/A,USA
Tag,Gallagher,US,critics,War and Peace,1956,King Vidor,War and Peace,PG,208,"Drama,Romance,War","English,Italian,Russian","USA,Italy"
Tadeusz,Kowalski,Poland,critics,Battleship Potemkin,1925,Sergei M Eisenstein,Battleship Potemkin,UNRATED,66,"History,War",Russian,Soviet Union
Tadeusz,Kowalski,Poland,critics,"Bicycle Thieves, The",1948,Vittorio de Sica,Bicycle Thieves,NOT RATED,93,Drama,Italian,Italy
Tadeusz,Kowalski,Poland,critics,Breathless,1960,Jean-Luc Godard,Breathless,UNRATED,90,"Crime,Drama,Romance","French,English",France
Tadeusz,Kowalski,Poland,critics,Citizen Kane,1941,Orson Welles,Citizen Kane,APPROVED,119,"Drama,Mystery",English,USA
Tadeusz,Kowalski,Poland,critics,Conversation Piece,1974,Luchino Visconti,Conversation Piece,N/A,126,"Drama,Romance","Italian,English","Italy,France"
Tadeusz,Kowalski,Poland,critics,"Hourglass Sanatorium, The",1973,Wojciech Has,The Hourglass Sanatorium,N/A,124,"Drama,Fantasy","Polish,Yiddish,Hebrew,Latin",Poland
Tadeusz,Kowalski,Poland,critics,Intolerance,1916,D.W. Griffith,Intolerance,N/A,11,"Animation,Comedy,Sci-Fi",English,UK
Tadeusz,Kowalski,Poland,critics,Metropolis,1927,Fritz Lang,Metropolis,NOT RATED,153,"Drama,Sci-Fi",German,Germany
Tadeusz,Kowalski,Poland,critics,Modern Times,1936,Charles Chaplin,Modern Times,G,87,"Comedy,Drama",English,USA
Tadeusz,Kowalski,Poland,critics,Pulp Fiction,1994,Quentin Tarantino,Pulp Fiction,R,154,"Crime,Drama","English,Spanish,French",USA
Tadao,Sato,Japan,critics,Banana Paradise,1989,Tung Wang,Banana Paradise,N/A,116,Drama,Mandarin,Taiwan
Tadao,Sato,Japan,critics,"Bogey-Man, The",1980,Govindan Aravindan,The Bogey-Man,N/A,150,"Comedy,Family,Fantasy",English,UK
Tadao,Sato,Japan,critics,Children of Heaven,1997,Majid Majidi,Children of Heaven,PG,89,"Drama,Family",Persian,Iran
Tadao,Sato,Japan,critics,Ferocious Saint Lord of the Gobi,2000,I. Nyamgavaa,Ferocious Saint Lord of the Gobi,N/A,106,Drama,Mongolian,Mongolia
Tadao,Sato,Japan,critics,"Line of Destiny, The",1956,Lester James Peries,The Line of Destiny,N/A,89,Drama,Sinhalese,Sri Lanka
Tadao,Sato,Japan,critics,Man of the Story,1996,Adoor Gopalakrishnan,Kathapurushan,N/A,107,"Biography,Drama",Malayalam,"India,Japan"
Tadao,Sato,Japan,critics,Mandala,1981,Im Kwon-taek ,Mandala,N/A,117,Drama,Korean,South Korea
Tadao,Sato,Japan,critics,Tokyo Story,1953,Ozu Yasujiro,Tokyo Story,NOT RATED,136,Drama,"Japanese,English",Japan
Tadao,Sato,Japan,critics,Ugetsu Monogatari,1953,Mizoguchi Kenji,Ugetsu,APPROVED,96,"Drama,Fantasy,Mystery",Japanese,Japan
Tadao,Sato,Japan,critics,Where is My Friend's House?,1989,Abbas Kiarostami,Where is the Friend's Home?,N/A,83,"Drama,Family",Persian,Iran
Sylvie,Pierre,France,critics,Amarcord,1972,Federico Fellini,Amarcord,R,123,"Comedy,Drama","Italian,Greek, Ancient (to 1453)","Italy,France"
Sylvie,Pierre,France,critics,Chronicle of Anna Magdalena Bach,1968,Jean-Marie Straub/Daniele Huillet,Chronicle of Anna Magdalena Bach,N/A,94,"Biography,History,Music",German,"West Germany,Italy"
Sylvie,Pierre,France,critics,"Great Dictator, The",1940,Charles Chaplin,The Great Dictator,APPROVED,125,"Comedy,Drama,War","English,Esperanto",USA
Sylvie,Pierre,France,critics,Dr. Strangelove,1963,Stanley Kubrick,Dr. Strangelove,PG,95,"Comedy,War","English,Russian","USA,UK"
Sylvie,Pierre,France,critics,Imitation of Life,1959,Douglas Sirk,Imitation of Life,NOT RATED,125,"Drama,Romance",English,USA
Sylvie,Pierre,France,critics,Macunaima/Jungle Freaks,1969,Joaquim Pedro de Andrade,Macunaima,N/A,95,"Fantasy,Comedy",Portuguese,Brazil
Sylvie,Pierre,France,critics,"Maison des bois, La",1971,Maurice Pialat,La Maison des bois,N/A,52,Drama,French,"France,Italy"
Sylvie,Pierre,France,critics,"Marseillaise, La",1937,Jean Renoir,La Marseillaise,N/A,130,"Drama,History,Music","French,German",France
Sylvie,Pierre,France,critics,"mepris, Le",1963,Jean-Luc Godard,Contempt,NOT RATED,102,Drama,"French,English,German,Italian","France,Italy"
Sylvie,Pierre,France,critics,"Searchers, The",1956,John Ford,The Searchers,APPROVED,119,"Adventure,Drama,Western","English,Navajo,Spanish",USA
Sylvia,Lawson,Australia,critics,Au Hasard Balthazar,1966,Robert Bresson,Au Hasard Balthazar,NOT RATED,95,Drama,"French,Latin","France,Sweden"
Sylvia,Lawson,Australia,critics,Belle de Jour,1967,Luis Bunuel,Belle de Jour,APPROVED,101,Drama,"French,Spanish,Mongolian","France,Italy"
Sylvia,Lawson,Australia,critics,Chimes at Midnight,1966,Orson Welles,Chimes at Midnight,N/A,115,"Comedy,Drama,History",English,"France,Spain,Switzerland"
Sylvia,Lawson,Australia,critics,"Crime of Monsieur Lange, The",1935,Jean Renoir,The Crime of Monsieur Lange,N/A,77,"Comedy,Crime,Drama",French,France
Sylvia,Lawson,Australia,critics,"Last Bolshevik, The",1993,Chris Marker,The Last Bolshevik,N/A,120,"Documentary,Biography,History","French,Russian,English,German","France,Finland"
Sylvia,Lawson,Australia,critics,"Man Who Shot Liberty Valance, The",1962,John Ford,The Man Who Shot Liberty Valance,APPROVED,123,"Drama,Western",English,USA
Sylvia,Lawson,Australia,critics,Rear Window,1954,Alfred Hitchcock,Rear Window,APPROVED,112,"Mystery,Thriller",English,USA
Sylvia,Lawson,Australia,critics,"Seventh Seal, The",1957,Ingmar Bergman,The Seventh Seal,NOT RATED,96,"Drama,Fantasy","Swedish,Latin",Sweden
Sylvia,Lawson,Australia,critics,Two or Three Things I Know About Her,1967,Jean-Luc Godard,Two or Three Things I Know About Her,NOT RATED,87,"Comedy,Drama","French,Italian",France
Sylvia,Lawson,Australia,critics,Ugetsu Monogatari,1953,Mizoguchi Kenji,Ugetsu,APPROVED,96,"Drama,Fantasy,Mystery",Japanese,Japan
Suzy,Gillett,UK,critics,Diary,1983,David Perlov,Yoman,N/A,330,Documentary,Hebrew,Israel
Suzy,Gillett,UK,critics,L'argent,1983,Robert Bresson,L'argent,N/A,85,"Crime,Drama","French,Latin","France,Switzerland"
Suzy,Gillett,UK,critics,Fear Eats the Soul,1974,Rainer Werner Fassbinder,Fear Eats the Soul,NOT RATED,94,Drama,"German,Arabic",West Germany
Suzy,Gillett,UK,critics,I Even Met Happy Gypsies,1967,Aleksandr Petrovic,I Even Met Happy Gypsies,N/A,94,Drama,"Serbian,Romany",Yugoslavia
Suzy,Gillett,UK,critics,Jules et Jim,1962,Francois Truffaut,Jules and Jim,NOT RATED,105,"Drama,Romance","French,German,English",France
Suzy,Gillett,UK,critics,"Oak, The",1992,Lucian Pintilie,The Oak,N/A,105,"Comedy,Drama",Romanian,"France,Romania"
Suzy,Gillett,UK,critics,Reconstruction,1968,Lucian Pintilie,Reconstruction,PG-13,90,"Drama,Romance","Danish,Swedish",Denmark
Suzy,Gillett,UK,critics,Salvatore Giuliano,1962,Francesco Rosi,Salvatore Giuliano,NOT RATED,125,"Crime,Drama,Mystery",Italian,Italy
Suzy,Gillett,UK,critics,Sicilia!,1998,Jean-Marie Straub/Daniele Huillet,Sicilia!,N/A,82,Documentary,French,France
Suzy,Gillett,UK,critics,Touki Bouki,1973,Djibril Diop Mambety,Touki Bouki,NOT RATED,85,Drama,"Wolof,Arabic,French",Senegal
Susan,Vahabzadeh,Germany,critics,"Battle of Algiers, The",1966,Gillo Pontecorvo,The Battle of Algiers,NOT RATED,121,"Drama,History,War","French,Arabic,English","Italy,Algeria"
Susan,Vahabzadeh,Germany,critics,"Choses de la Vie, Les/Little Things in Life, The",1970,Claude Sautet,The Things of Life,GP,89,"Drama,Romance",French,"France,Italy,Switzerland"
Susan,Vahabzadeh,Germany,critics,Citizen Kane,1941,Orson Welles,Citizen Kane,APPROVED,119,"Drama,Mystery",English,USA
Susan,Vahabzadeh,Germany,critics,L'eclisse,1962,Michelangelo Antonioni,L'eclisse,NOT RATED,126,Drama,"Italian,English","Italy,France"
Susan,Vahabzadeh,Germany,critics,Ikiru,1952,Akira Kurosawa,Ikiru,NOT RATED,143,Drama,Japanese,Japan
Susan,Vahabzadeh,Germany,critics,"Leopard, The",1963,Luchino Visconti,The Leopard,PG,187,"Drama,History","Italian,Latin,French","Italy,France"
Susan,Vahabzadeh,Germany,critics,Nashville,1975,Robert Altman,Nashville,R,159,"Drama,Music",English,USA
Susan,Vahabzadeh,Germany,critics,Nosferatu,1922,F. W. Murnau,Nosferatu,UNRATED,81,"Horror,Mystery",German,Germany
Susan,Vahabzadeh,Germany,critics,Playtime,1967,Jacques Tati,Playtime,NOT RATED,115,Comedy,"French,English,German","France,Italy"
Susan,Vahabzadeh,Germany,critics,Rear Window,1954,Alfred Hitchcock,Rear Window,APPROVED,112,"Mystery,Thriller",English,USA
Susan,Oxtoby,US,critics,Cleo from 5 to 7,1962,Agnes Varda,Cleo from 5 to 7,NOT RATED,90,"Comedy,Drama,Music",French,"France,Italy"
Susan,Oxtoby,US,critics,Cosmic Ray,1962,Bruce Conner,Cosmic Ray,N/A,4,Short,English,USA
Susan,Oxtoby,US,critics,Equinox Flower,1958,Ozu Yasujiro,Equinox Flower,N/A,118,"Comedy,Drama",Japanese,Japan
Susan,Oxtoby,US,critics,"Ground, The",2002,Robert Beavers,The Ground,N/A,20,Short,N/A,"USA,Switzerland,Greece"
Susan,Oxtoby,US,critics,Mouchette,1966,Robert Bresson,Mouchette,NOT RATED,78,Drama,French,France
Susan,Oxtoby,US,critics,Passion of Joan of Arc,1927,Carl Theodor Dreyer,Passion of Joan of Arc,NOT RATED,114,"Biography,Drama,History",French,France
Susan,Oxtoby,US,critics,Pather Panchali,1955,Satyajit Ray,Pather Panchali,NOT RATED,119,Drama,Bengali,India
Susan,Oxtoby,US,critics,Playtime,1967,Jacques Tati,Playtime,NOT RATED,115,Comedy,"French,English,German","France,Italy"
Susan,Oxtoby,US,critics,Il Posto,1961,Ermanno Olmi,Il Posto,NOT RATED,93,Drama,Italian,Italy
Susan,Oxtoby,US,critics,Wavelength,1967,Michael Snow,Wavelength,N/A,45,N/A,English,"Canada,USA"
Suncica,Unevska,Macedonia,critics,Alien,1979,Ridley Scott,Alien,R,117,"Horror,Sci-Fi","English,Spanish","USA,UK"
Suncica,Unevska,Macedonia,critics,Apocalypse Now,1979,Francis Ford Coppola,Apocalypse Now,R,153,"Drama,War","English,French,Vietnamese,Khmer",USA
Suncica,Unevska,Macedonia,critics,"Discreet Charm of the Bourgeoisie, The",1972,Luis Bunuel,The Discreet Charm of the Bourgeoisie,PG,102,"Comedy,Drama,Fantasy","French,Spanish",France
Suncica,Unevska,Macedonia,critics,"Godfather: Part I, The",1972,Francis Ford Coppola,The Godfather,R,175,"Crime,Drama","English,Italian,Latin",USA
Suncica,Unevska,Macedonia,critics,Metropolis,1927,Fritz Lang,Metropolis,NOT RATED,153,"Drama,Sci-Fi",German,Germany
Suncica,Unevska,Macedonia,critics,"Passage to India, A",1984,David Lean,A Passage to India,PG,164,"Adventure,Drama,History","English,Hindi","UK,USA"
Suncica,Unevska,Macedonia,critics,"Seventh Seal, The",1957,Ingmar Bergman,The Seventh Seal,NOT RATED,96,"Drama,Fantasy","Swedish,Latin",Sweden
Suncica,Unevska,Macedonia,critics,"Third Man, The",1949,Carol Reed,The Third Man,NOT RATED,93,"Film-Noir,Mystery,Thriller","English,German,Russian",UK
Suncica,Unevska,Macedonia,critics,Vertigo,1958,Alfred Hitchcock,Vertigo,APPROVED,128,"Mystery,Romance,Thriller",English,USA
Suncica,Unevska,Macedonia,critics,"Wild Bunch, The",1969,Sam Peckinpah,The Wild Bunch,R,145,"Action,Adventure,Western","English,Spanish,German",USA
Sukhdev,Sandhu,UK,critics,"400 Blows, The",1959,Francois Truffaut,The 400 Blows,NOT RATED,99,"Crime,Drama","French,English",France
Sukhdev,Sandhu,UK,critics,Before Sunset,2004,Richard Linklater,Before Sunset,R,80,"Drama,Romance","English,French",USA
Sukhdev,Sandhu,UK,critics,"Bicycle Thieves, The",1948,Vittorio de Sica,Bicycle Thieves,NOT RATED,93,Drama,Italian,Italy
Sukhdev,Sandhu,UK,critics,Breaking the Waves,1996,Lars von Trier,Breaking the Waves,R,159,"Drama,Romance",English,"Denmark,Sweden,France,Netherlands,Norway,Iceland,Spain"
Sukhdev,Sandhu,UK,critics,Exodus,1997,Steve McQueen,Exodus,APPROVED,208,"Action,Drama,History",English,USA
Sukhdev,Sandhu,UK,critics,"Gleaners & I, The",2000,Agnes Varda,The Gleaners & I,N/A,89,"Documentary,Drama",Mandarin,China
Sukhdev,Sandhu,UK,critics,Pather Panchali,1955,Satyajit Ray,Pather Panchali,NOT RATED,119,Drama,Bengali,India
Sukhdev,Sandhu,UK,critics,Petition,2009,Zhao Liang,Petition,N/A,120,Documentary,Mandarin,"China,Switzerland,UK,France,Belgium,Finland"
Sukhdev,Sandhu,UK,critics,"Red Balloon, The",1956,Albert Lamorisse,The Red Balloon,APPROVED,34,"Family,Fantasy,Short",French,France
Sukhdev,Sandhu,UK,critics,West of the Tracks,2002,Wang Bing,West of the Tracks,N/A,551,Documentary,Mandarin,"China,Netherlands"
Sue,Harris,UK,critics,"400 Blows, The",1959,Francois Truffaut,The 400 Blows,NOT RATED,99,"Crime,Drama","French,English",France
Sue,Harris,UK,critics,"American in Paris, An",1951,Vincente Minnelli,An American in Paris,PASSED,113,"Musical,Romance","English,French,German",USA
Sue,Harris,UK,critics,"Bridges of Madison County, The",1995,Clint Eastwood,The Bridges of Madison County,PG-13,135,"Drama,Romance",English,USA
Sue,Harris,UK,critics,Brief Encounter,1945,David Lean,Brief Encounter,NOT RATED,86,"Drama,Romance",English,UK
